lat,lon
37.90748368086815,139.1039286933143
37.90851764172747,139.106206473458
37.9130386205116,139.11554809676483
37.917349812635045,139.11943652852122
37.90907793764153,139.11001482372404
37.904956791259025,139.102877950051
37.90473324725995,139.10027872575415
37.91492028560487,139.1045931206
37.91633137526848,139.10263644435574
37.90210556159708,139.11355317347227
37.9013311771391,139.10243665009256
37.91188867327513,139.1101265986324
37.902923464883855,139.11388524871285
37.916493283809125,139.11162233218442
37.90620669347848,139.1039955130332
37.902877438659424,139.11608249052364
37.91841940944975,139.1143081425923
37.903310634454705,139.1147796800783
37.905694401646755,139.10262115503113
37.90307226790384,139.102475076073
37.902309801273304,139.11855125102014
37.90042296032673,139.1079515638765
37.901107908183285,139.1060189738356
37.90349282941872,139.10977168090702
37.90106763865254,139.11325728425527
37.91182287632222,139.11911246514094
37.91361429053599,139.10572892453763
37.90787260913664,139.11849616858623
37.90635982193904,139.1004971898277
37.91009052474045,139.11110396084655
37.91750009884469,139.11267950223362
37.917022632536444,139.102117948075
37.90086950124025,139.10280679194128
37.90362996819193,139.10838228638633
37.90473489742209,139.11932463824286
37.90498775151664,139.1119208510647
37.91142465303486,139.118660464432
37.90832524851406,139.11608721831226
37.90098508239855,139.1093476320311
37.90747228276919,139.11569526898504
37.910475058974356,139.10035673567953
37.902033438058076,139.1021828799353
37.916669171075775,139.11658857229764
37.9010392373293,139.1159363417665
37.91849683738036,139.1046528148393
37.901982262831595,139.110615391812
37.916871499031956,139.112120316414
37.918053062878556,139.11735477907553
37.919591413611734,139.11206214314677
37.916040517605474,139.10825143138547
37.90766639645555,139.1355895508154
37.91459371417355,139.1328496655199
37.911059861305056,139.13557992709156
37.91872279973677,139.12269104416828
37.91560602987819,139.13072136071895
37.90958739128249,139.1302844574038
37.90752718946962,139.13715144288244
37.91973263089849,139.12925598731186
37.914355204720074,139.127701789922
37.91902389320008,139.13279126542474
37.90236957154434,139.12532926635
37.91701067358382,139.12279536821907
37.91274147767982,139.12955754548048
37.9024384335667,139.1283377873719
37.91176515999938,139.12465139881058
37.91372192730211,139.1273502362023
37.90024605371777,139.12732784899652
37.90908635923684,139.12654991128824
37.91650799022393,139.12758928159454
37.90590718050688,139.13371486690912
37.90917096163597,139.12593752949144
37.908846282541354,139.1389771585343
37.90603854782885,139.13832696039074
37.918368837910315,139.129618208566
37.91562588070863,139.12656722410009
37.90221176821992,139.13070869579659
37.919940693156754,139.13697120977545
37.91758400048616,139.1330517468112
37.905678168757284,139.13608783655894
37.91673793159322,139.13065444552132
37.90212839063743,139.13265835258534
37.91998209460949,139.12576311228364
37.913313694722135,139.1346978632462
37.91300250031118,139.1240480918625
37.901808814539685,139.13389596257636
37.91794066797793,139.1372143813665
37.90057999006409,139.12264205674603
37.90481656116082,139.13228759481083
37.90286043750333,139.1219019149646
37.91553535881385,139.13451431256541
37.903964084544256,139.12168986437646
37.918212764542616,139.138718796454
37.91312538078655,139.12274815860076
37.90072325420989,139.13917760491816
37.90010859668257,139.1360176835217
37.90103315834029,139.1318736400893
37.91211850355295,139.13565248209258
37.91602963621719,139.13590229677965
37.90477105641255,139.13892054125634
37.91698817685846,139.1250676670768
37.90114463880306,139.13180151790715
37.916019277072834,139.1219009839513
37.918555908603444,139.13232331400047
37.915442167982086,139.12342582608187
37.91396241567957,139.13129901222945
37.91675960437311,139.13144861028067
37.90080302599094,139.12931970305962
37.90403564221438,139.13045263551027
37.902498473586114,139.13527846780013
37.91009061980386,139.13598489433022
37.91490376256658,139.1298430643115
37.91260023689153,139.13199186883045
37.91702262199524,139.1386247247138
37.903104259848824,139.12239467177002
37.9146924218387,139.122342071318
37.903860829817376,139.1217541802382
37.905415175026356,139.13315726570082
37.91419809394563,139.1283721660158
37.91960409569798,139.13548642832282
37.912230872119544,139.13342462826617
37.901090006299825,139.12667275516657
37.91232617939855,139.13796733094722
37.9008470110316,139.1352506429414
37.917682914227335,139.1254106988182
37.91419156570201,139.12728384035543
37.903462556928446,139.12628879960408
37.90183442011648,139.1231522329725
37.903670664577604,139.12295566745084
37.91960054359109,139.1387225492675
37.90917121284917,139.12875808074398
37.9002936568712,139.1556816189668
37.91654346849042,139.15272816684214
37.91713096047149,139.15144826299917
37.90744523146383,139.1429026050933
37.903072257981215,139.15892048907116
37.9120168081589,139.1460268526503
37.9023934511173,139.15156034431615
37.907298387221566,139.15399551889178
37.919168583618024,139.1529846631049
37.919909289451674,139.1588118881939
37.91544209782709,139.1429687797984
37.90621923019842,139.15016705476893
37.91375330098332,139.1480806878148
37.91410812730968,139.14948337458964
37.90775683390327,139.14238435052394
37.912817772691724,139.14268189219743
37.90021455289951,139.14556151091563
37.90418115317205,139.1460940920752
37.91050176605935,139.14855806427363
37.90327502608517,139.15221975094073
37.90331813735753,139.15269258234835
37.91672608581101,139.1482362179317
37.91978266005368,139.14817566218858
37.91111938856057,139.14435257053393
37.91678139461764,139.15176612496816
37.919806433286524,139.14634081822632
37.90283191777137,139.14072119668555
37.908964912265084,139.14836800088312
37.90785145431684,139.1494826535018
37.90160098567292,139.14451185736408
37.9151066034559,139.15144915866244
37.90867558054645,139.15131543800862
37.909386538683805,139.1540400436222
37.90301345947626,139.152958969644
37.903618533044614,139.1530486611304
37.918142072443125,139.14632428303648
37.900892981779485,139.1557486444397
37.904657045698876,139.15098288767197
37.90584118660629,139.14862836390358
37.90980395084803,139.15252024961882
37.91172890346029,139.14721314668898
37.909865799517014,139.15025478489213
37.901682306691136,139.15473411376965
37.904873349081114,139.15772805773446
37.916871767695255,139.1584211439459
37.91275177400957,139.15007265850366
37.912982981002685,139.1504055022948
37.91340406510703,139.15599740821528
37.91525806038079,139.14628901383486
37.901162169634425,139.1567476472469
37.907332167698655,139.14988283293033
37.910790548705236,139.1423171344867
37.906769129665946,139.14144118294143
37.916889577465746,139.15683986422079
37.909651450171744,139.14111135833812
37.91537255178919,139.14561222872265
37.917040310337626,139.14668260081
37.91009582965807,139.14345988890383
37.91819104487743,139.14627786739604
37.91174247881074,139.1548538513345
37.92247739549729,139.11700548597668
37.920818939205716,139.10681181591184
37.93554686255058,139.10997633917063
37.92979399483634,139.1106282208201
37.93971080338989,139.1020995943179
37.929299469123876,139.10797105013404
37.939558339581474,139.11834675345105
37.92823152004388,139.1126166448073
37.9358736430112,139.10355013164875
37.92169638544624,139.1067771127122
37.93110923420276,139.10383206019324
37.93604119573971,139.10049646263596
37.9384940333444,139.11854920917008
37.93645166181235,139.10896414656514
37.92073941454402,139.1061507014484
37.927454046826135,139.11196954383115
37.92097396944628,139.10014628912586
37.922185645822296,139.105560442132
37.93350611257335,139.11406066931397
37.934265163926234,139.1126753954614
37.93547441365503,139.11963611895087
37.93730913096111,139.11240715419316
37.93478862936953,139.10955011747257
37.93601743184213,139.1152286512637
37.92097927419647,139.11806655743928
37.92469070300883,139.11441391893436
37.932437955467506,139.11926422447098
37.93716250609249,139.11564010341476
37.920090002498796,139.11733602876524
37.93029258684233,139.10228208142368
37.93354574798729,139.1146482700599
37.92059214578257,139.10880177399054
37.92802711115107,139.11106207604823
37.937912697627674,139.11308204818965
37.93343225617711,139.1193963023341
37.92475316726721,139.11969156162863
37.93705562259264,139.10576456490975
37.926960628468194,139.11467506994876
37.93706689342288,139.11499967075872
37.92597887302238,139.10692985722625
37.935039262431495,139.13180640501767
37.9308171327389,139.12793880135496
37.925690817502236,139.1254965010151
37.93793993597546,139.13773115124343
37.92470194233761,139.12375187363878
37.92650685461033,139.12169623182473
37.938181296288455,139.1268385387709
37.9305908411057,139.13435278295282
37.93484635898836,139.13614863211953
37.93181489588328,139.13997486740132
37.933068784180186,139.12592724114023
37.9259876658303,139.12815883902263
37.92482744123254,139.1227364255606
