lat,lon
37.918756529099504,139.115654704545
37.91143456104752,139.10165459999845
37.90946978802114,139.10973316661676
37.905339513261836,139.10981413988708
37.9134448018608,139.12663137994684
37.905624675676776,139.13041344804944
37.91318845269384,139.1287782292061
37.91453989228574,139.1204322415976
37.91537294983836,139.13652583848386
37.902154818919115,139.13792321543679
37.91832023690275,139.12280498177998
37.904604279817896,139.13108072287076
37.900748251123524,139.12217151482272
37.91659579486265,139.15109704938783
37.91616502944129,139.14741844567723
37.93030114258463,139.10634277785644
37.92511930181135,139.11905798790139
37.938720871400974,139.1058183567628
37.92747315457748,139.12329215635165
37.92188933336123,139.12089821238786
37.93493579222698,139.12870194120006
37.925249210318455,139.1398475112811
37.938736263010675,139.1378335453251
37.92481941150012,139.13497216038914
37.92245515864823,139.13781584981757
37.93662225344249,139.13786893279394
37.92306568633249,139.1303771672077
37.92358536616315,139.12631858103663
37.93198765583042,139.1354402486422
37.93749124081675,139.13323322526335
